filename,channels,samples,sample_rate,duration_seconds,data_shape
G_S0241_M2_E3_R2_N1_raw_ref.mat,6,60000,200.0,300.0,"(6, 60000)"
G_S0241_M2_E3_R3_N1_raw_ref.mat,6,48000,200.0,240.0,"(6, 48000)"
G_S0241_M2_E3_R5_N2_raw_ref.mat,6,178000,200.0,890.0,"(6, 178000)"
G_S0241_M2_E4_R4_N1_raw_ref.mat,6,78000,200.0,390.0,"(6, 78000)"
G_S0242_M1_E2_R4_N1_raw_ref.mat,6,91800,200.0,459.0,"(6, 91800)"
G_S0242_M1_E2_R5_W_raw_ref.mat,6,46000,200.0,230.0,"(6, 46000)"
G_S0242_M1_E2_R6_N2_raw_ref.mat,6,197000,200.0,985.0,"(6, 197000)"
G_S0242_M1_E3_R1_N2_raw_ref.mat,6,24000,200.0,120.0,"(6, 24000)"
G_S0242_M1_E3_R3_W_raw_ref.mat,6,35000,200.0,175.0,"(6, 35000)"
G_S0242_M1_E3_R7_W_raw_ref.mat,6,81800,200.0,409.0,"(6, 81800)"
G_S0242_M1_E4_R2_N2_raw_ref.mat,6,138200,200.0,691.0,"(6, 138200)"
G_S0243_M3_E2_R2_N2_raw_ref.mat,6,169600,200.0,848.0,"(6, 169600)"
G_S0243_M3_E2_R3_N1_raw_ref.mat,6,63200,200.0,316.0,"(6, 63200)"
G_S0243_M3_E3_R1_N1_raw_ref.mat,6,34400,200.0,172.0,"(6, 34400)"
G_S0243_M3_E4_R4_N1_raw_ref.mat,6,175600,200.0,878.0,"(6, 175600)"
G_S0251_M3_E3_R1_N1_raw_ref.mat,6,48800,200.0,244.0,"(6, 48800)"
G_S0251_M3_E4_R2_N2_raw_ref.mat,6,43800,200.0,219.0,"(6, 43800)"
G_S0251_M3_E4_R4_W_raw_ref.mat,6,45000,200.0,225.0,"(6, 45000)"
G_S0251_M3_E5_R3_N1_raw_ref.mat,6,55000,200.0,275.0,"(6, 55000)"
G_S0271_M2_E2_R6_N2_raw_ref.mat,6,45800,200.0,229.0,"(6, 45800)"
G_S0271_M2_E3_R1_N2_raw_ref.mat,6,44600,200.0,223.0,"(6, 44600)"
G_S0271_M2_E3_R3_W_raw_ref.mat,6,48400,200.0,242.0,"(6, 48400)"
G_S0271_M2_E3_R4_N2_raw_ref.mat,6,36200,200.0,181.0,"(6, 36200)"
G_S0271_M2_E3_R7_N1_raw_ref.mat,6,39800,200.0,199.0,"(6, 39800)"
G_S0271_M2_E3_R8_N1_raw_ref.mat,6,25800,200.0,129.0,"(6, 25800)"
G_S0271_M2_E4_R2_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0271_M2_E4_R5_W_raw_ref.mat,6,30200,200.0,151.0,"(6, 30200)"
G_S0273_M3_E3_R1_N1_raw_ref.mat,6,29400,200.0,147.0,"(6, 29400)"
G_S0273_M3_E3_R2_N2_raw_ref.mat,6,26000,200.0,130.0,"(6, 26000)"
G_S0273_M3_E3_R3_N1_raw_ref.mat,6,37000,200.0,185.0,"(6, 37000)"
G_S0273_M3_E3_R4_REM_raw_ref.mat,6,31000,200.0,155.0,"(6, 31000)"
G_S0281_M3_E2_R10_W_raw_ref.mat,6,38800,200.0,194.0,"(6, 38800)"
G_S0281_M3_E2_R11_REM_raw_ref.mat,6,73400,200.0,367.0,"(6, 73400)"
G_S0281_M3_E2_R12_N2_raw_ref.mat,6,56400,200.0,282.0,"(6, 56400)"
G_S0281_M3_E2_R5_N1_raw_ref.mat,6,55200,200.0,276.0,"(6, 55200)"
G_S0281_M3_E3_R2_N2_raw_ref.mat,6,66400,200.0,332.0,"(6, 66400)"
G_S0281_M3_E3_R3_N1_raw_ref.mat,6,49600,200.0,248.0,"(6, 49600)"
G_S0281_M3_E3_R7_N1_raw_ref.mat,6,42600,200.0,213.0,"(6, 42600)"
G_S0281_M3_E3_R8_W_raw_ref.mat,6,23600,200.0,118.0,"(6, 23600)"
G_S0281_M3_E4_R1_N1_raw_ref.mat,6,77000,200.0,385.0,"(6, 77000)"
G_S0281_M3_E4_R4_N1_raw_ref.mat,6,28600,200.0,143.0,"(6, 28600)"
G_S0281_M3_E4_R6_W_raw_ref.mat,6,36600,200.0,183.0,"(6, 36600)"
G_S0281_M3_E5_R9_N1_raw_ref.mat,6,45400,200.0,227.0,"(6, 45400)"
G_S0282_M2_E2_R3_W_raw_ref.mat,6,36000,200.0,180.0,"(6, 36000)"
G_S0282_M2_E3_R10_N1_raw_ref.mat,6,64600,200.0,323.0,"(6, 64600)"
G_S0282_M2_E3_R1_N1_raw_ref.mat,6,42000,200.0,210.0,"(6, 42000)"
G_S0282_M2_E3_R2_N1_raw_ref.mat,6,25600,200.0,128.0,"(6, 25600)"
G_S0282_M2_E3_R6_N2_raw_ref.mat,6,19600,200.0,98.0,"(6, 19600)"
G_S0282_M2_E3_R7_W_raw_ref.mat,6,26000,200.0,130.0,"(6, 26000)"
G_S0282_M2_E3_R8_W_raw_ref.mat,6,44600,200.0,223.0,"(6, 44600)"
G_S0282_M2_E3_R9_N1_raw_ref.mat,6,41000,200.0,205.0,"(6, 41000)"
G_S0282_M2_E4_R4_N1_raw_ref.mat,6,36200,200.0,181.0,"(6, 36200)"
G_S0282_M2_E4_R5_N1_raw_ref.mat,6,31400,200.0,157.0,"(6, 31400)"
G_S0283_M1_E1_R3_N1_raw_ref.mat,6,57000,200.0,285.0,"(6, 57000)"
G_S0283_M1_E1_R8_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0283_M1_E2_R2_N3_raw_ref.mat,6,37000,200.0,185.0,"(6, 37000)"
G_S0283_M1_E2_R5_N1_raw_ref.mat,6,63600,200.0,318.0,"(6, 63600)"
G_S0283_M1_E3_R1_N2_raw_ref.mat,6,55000,200.0,275.0,"(6, 55000)"
G_S0283_M1_E3_R6_N1_raw_ref.mat,6,34800,200.0,174.0,"(6, 34800)"
G_S0283_M1_E3_R7_N1_raw_ref.mat,6,47000,200.0,235.0,"(6, 47000)"
G_S0283_M1_E4_R4_N1_raw_ref.mat,6,52400,200.0,262.0,"(6, 52400)"
G_S0291_M3_E2_R5_N1_raw_ref.mat,6,46200,200.0,231.0,"(6, 46200)"
G_S0291_M3_E2_R7_N1_raw_ref.mat,6,24800,200.0,124.0,"(6, 24800)"
G_S0291_M3_E3_R4_N1_raw_ref.mat,6,35800,200.0,179.0,"(6, 35800)"
G_S0291_M3_E3_R9_N1_raw_ref.mat,6,22000,200.0,110.0,"(6, 22000)"
G_S0291_M3_E4_R1_N3_raw_ref.mat,6,33400,200.0,167.0,"(6, 33400)"
G_S0291_M3_E4_R3_N1_raw_ref.mat,6,51400,200.0,257.0,"(6, 51400)"
G_S0291_M3_E5_R2_W_raw_ref.mat,6,22000,200.0,110.0,"(6, 22000)"
G_S0291_M3_E5_R6_N1_raw_ref.mat,6,55600,200.0,278.0,"(6, 55600)"
G_S0291_M3_E5_R8_N1_raw_ref.mat,6,47600,200.0,238.0,"(6, 47600)"
G_S0292_M2_E0_R7_N1_raw_ref.mat,6,31000,200.0,155.0,"(6, 31000)"
G_S0292_M2_E1_R6_W_raw_ref.mat,6,71000,200.0,355.0,"(6, 71000)"
G_S0292_M2_E2_R5_N1_raw_ref.mat,6,10000,200.0,50.0,"(6, 10000)"
G_S0292_M2_E4_R1_W_raw_ref.mat,6,9000,200.0,45.0,"(6, 9000)"
G_S0292_M2_E4_R2_N1_raw_ref.mat,6,28000,200.0,140.0,"(6, 28000)"
G_S0292_M2_E4_R3_REM_raw_ref.mat,6,24000,200.0,120.0,"(6, 24000)"
G_S0292_M2_E4_R4_N1_raw_ref.mat,6,30000,200.0,150.0,"(6, 30000)"
G_S0293_M1_E1_R3_N1_raw_ref.mat,6,26400,200.0,132.0,"(6, 26400)"
G_S0293_M1_E2_R2_N1_raw_ref.mat,6,60000,200.0,300.0,"(6, 60000)"
G_S0293_M1_E2_R6_N1_raw_ref.mat,6,24400,200.0,122.0,"(6, 24400)"
G_S0293_M1_E2_R7_N1_raw_ref.mat,6,18000,200.0,90.0,"(6, 18000)"
G_S0293_M1_E3_R5_W_raw_ref.mat,6,21800,200.0,109.0,"(6, 21800)"
G_S0293_M1_E4_R1_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0293_M1_E4_R4_W_raw_ref.mat,6,30000,200.0,150.0,"(6, 30000)"
G_S0301_M1_E3_R2_N2_raw_ref.mat,6,34600,200.0,173.0,"(6, 34600)"
G_S0301_M1_E3_R3_N1_raw_ref.mat,6,22000,200.0,110.0,"(6, 22000)"
G_S0301_M1_E3_R5_REM_raw_ref.mat,6,70000,200.0,350.0,"(6, 70000)"
G_S0301_M1_E3_R6_N1_raw_ref.mat,6,67200,200.0,336.0,"(6, 67200)"
G_S0301_M1_E4_R1_N1_raw_ref.mat,6,48200,200.0,241.0,"(6, 48200)"
G_S0301_M1_E4_R4_N2_raw_ref.mat,6,38000,200.0,190.0,"(6, 38000)"
G_S0302_M3_E0_R5_N2_raw_ref.mat,6,31200,200.0,156.0,"(6, 31200)"
G_S0302_M3_E2_R3_N1_raw_ref.mat,6,54000,200.0,270.0,"(6, 54000)"
G_S0302_M3_E2_R4_N1_raw_ref.mat,6,33000,200.0,165.0,"(6, 33000)"
G_S0302_M3_E3_R1_N1_raw_ref.mat,6,29000,200.0,145.0,"(6, 29000)"
G_S0302_M3_E3_R2_N2_raw_ref.mat,6,52400,200.0,262.0,"(6, 52400)"
G_S0303_M2_E0_R3_N1_raw_ref.mat,6,39200,200.0,196.0,"(6, 39200)"
G_S0303_M2_E3_R1_N2_raw_ref.mat,6,30000,200.0,150.0,"(6, 30000)"
G_S0303_M2_E3_R2_N1_raw_ref.mat,6,14000,200.0,70.0,"(6, 14000)"
G_S0303_M2_E3_R4_N1_raw_ref.mat,6,70400,200.0,352.0,"(6, 70400)"
G_S0303_M2_E3_R5_N2_raw_ref.mat,6,37000,200.0,185.0,"(6, 37000)"
G_S0303_M2_E3_R6_N1_raw_ref.mat,6,14000,200.0,70.0,"(6, 14000)"
G_S0303_M2_E3_R7_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0311_M3_E2_R3_N1_raw_ref.mat,6,30000,200.0,150.0,"(6, 30000)"
G_S0311_M3_E4_R1_N1_raw_ref.mat,6,18000,200.0,90.0,"(6, 18000)"
G_S0311_M3_E4_R5_W_raw_ref.mat,6,12000,200.0,60.0,"(6, 12000)"
G_S0311_M3_E5_R2_N2_raw_ref.mat,6,54000,200.0,270.0,"(6, 54000)"
G_S0311_M3_E5_R4_N1_raw_ref.mat,6,59800,200.0,299.0,"(6, 59800)"
G_S0312_M1_E3_R4_W_raw_ref.mat,6,40000,200.0,200.0,"(6, 40000)"
G_S0312_M1_E4_R2_N1_raw_ref.mat,6,30200,200.0,151.0,"(6, 30200)"
G_S0312_M1_E4_R3_N1_raw_ref.mat,6,34600,200.0,173.0,"(6, 34600)"
G_S0312_M1_E4_R5_N1_raw_ref.mat,6,31400,200.0,157.0,"(6, 31400)"
G_S0321_M1_E2_R1_N2_raw_ref.mat,6,290000,200.0,1450.0,"(6, 290000)"
G_S0321_M1_E4_R2_N1_raw_ref.mat,6,31400,200.0,157.0,"(6, 31400)"
G_S0321_M1_E4_R4_N1_raw_ref.mat,6,160000,200.0,800.0,"(6, 160000)"
G_S0321_M1_E5_R3_N2_raw_ref.mat,6,73000,200.0,365.0,"(6, 73000)"
G_S0322_M2_E2_R2_N1_raw_ref.mat,6,59000,200.0,295.0,"(6, 59000)"
G_S0322_M2_E3_R1_N1_raw_ref.mat,6,44000,200.0,220.0,"(6, 44000)"
G_S0331_M2_E3_R1_N2_raw_ref.mat,6,37000,200.0,185.0,"(6, 37000)"
G_S0331_M2_E3_R2_N2_raw_ref.mat,6,36000,200.0,180.0,"(6, 36000)"
G_S0331_M2_E3_R4_N2_raw_ref.mat,6,49600,200.0,248.0,"(6, 49600)"
G_S0331_M2_E3_R5_N2_raw_ref.mat,6,38000,200.0,190.0,"(6, 38000)"
G_S0331_M2_E3_R6_N1_raw_ref.mat,6,38200,200.0,191.0,"(6, 38200)"
G_S0331_M2_E4_R3_W_raw_ref.mat,6,62000,200.0,310.0,"(6, 62000)"
G_S0332_M3_E2_R6_N1_raw_ref.mat,6,30000,200.0,150.0,"(6, 30000)"
G_S0332_M3_E3_R2_N2_raw_ref.mat,6,36000,200.0,180.0,"(6, 36000)"
G_S0332_M3_E3_R3_N1_raw_ref.mat,6,19600,200.0,98.0,"(6, 19600)"
G_S0332_M3_E3_R4_N1_raw_ref.mat,6,48800,200.0,244.0,"(6, 48800)"
G_S0332_M3_E3_R5_N1_raw_ref.mat,6,15400,200.0,77.0,"(6, 15400)"
G_S0332_M3_E3_R7_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0332_M3_E3_R9_W_raw_ref.mat,6,14000,200.0,70.0,"(6, 14000)"
G_S0332_M3_E4_R1_N2_raw_ref.mat,6,11000,200.0,55.0,"(6, 11000)"
G_S0332_M3_E4_R8_W_raw_ref.mat,6,36000,200.0,180.0,"(6, 36000)"
G_S0341_M3_E0_R1_REM_raw_ref.mat,6,70400,200.0,352.0,"(6, 70400)"
G_S0341_M3_E3_R2_N2_raw_ref.mat,6,90000,200.0,450.0,"(6, 90000)"
G_S0341_M3_E3_R3_N2_raw_ref.mat,6,92000,200.0,460.0,"(6, 92000)"
G_S0341_M3_E3_R4_N2_raw_ref.mat,6,72000,200.0,360.0,"(6, 72000)"
G_S0341_M3_E4_R5_N1_raw_ref.mat,6,56000,200.0,280.0,"(6, 56000)"
G_S0342_M2_E0_R7_N1_raw_ref.mat,6,69000,200.0,345.0,"(6, 69000)"
G_S0342_M2_E3_R1_N2_raw_ref.mat,6,57200,200.0,286.0,"(6, 57200)"
G_S0342_M2_E3_R2_N2_raw_ref.mat,6,52000,200.0,260.0,"(6, 52000)"
G_S0342_M2_E3_R3_N2_raw_ref.mat,6,46000,200.0,230.0,"(6, 46000)"
G_S0342_M2_E4_R4_N2_raw_ref.mat,6,55400,200.0,277.0,"(6, 55400)"
G_S0342_M2_E4_R5_N1_raw_ref.mat,6,52000,200.0,260.0,"(6, 52000)"
G_S0342_M2_E4_R6_N2_raw_ref.mat,6,64800,200.0,324.0,"(6, 64800)"
G_S0343_M1_E3_R1_W_raw_ref.mat,6,56000,200.0,280.0,"(6, 56000)"
G_S0343_M1_E3_R2_N2_raw_ref.mat,6,52600,200.0,263.0,"(6, 52600)"
G_S0343_M1_E4_R3_N1_raw_ref.mat,6,64600,200.0,323.0,"(6, 64600)"
G_S0343_M1_E4_R4_N1_raw_ref.mat,6,56800,200.0,284.0,"(6, 56800)"
G_S0343_M1_E4_R5_N2_raw_ref.mat,6,25200,200.0,126.0,"(6, 25200)"
G_S0351_M1_E2_R5_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0351_M1_E3_R1_N2_raw_ref.mat,6,44000,200.0,220.0,"(6, 44000)"
G_S0351_M1_E3_R3_N2_raw_ref.mat,6,38800,200.0,194.0,"(6, 38800)"
G_S0351_M1_E3_R7_N1_raw_ref.mat,6,42000,200.0,210.0,"(6, 42000)"
G_S0351_M1_E4_R2_N1_raw_ref.mat,6,39400,200.0,197.0,"(6, 39400)"
G_S0351_M1_E4_R4_N1_raw_ref.mat,6,21000,200.0,105.0,"(6, 21000)"
G_S0351_M1_E4_R6_N1_raw_ref.mat,6,44400,200.0,222.0,"(6, 44400)"
G_S0352_M3_E2_R4_REM_raw_ref.mat,6,43000,200.0,215.0,"(6, 43000)"
G_S0352_M3_E3_R3_W_raw_ref.mat,6,27000,200.0,135.0,"(6, 27000)"
G_S0352_M3_E3_R5_N1_raw_ref.mat,6,27000,200.0,135.0,"(6, 27000)"
G_S0352_M3_E3_R6_W_raw_ref.mat,6,42000,200.0,210.0,"(6, 42000)"
G_S0352_M3_E3_R7_N1_raw_ref.mat,6,47800,200.0,239.0,"(6, 47800)"
G_S0352_M3_E3_R8_W_raw_ref.mat,6,34000,200.0,170.0,"(6, 34000)"
G_S0352_M3_E3_R9_REM_raw_ref.mat,6,36600,200.0,183.0,"(6, 36600)"
G_S0352_M3_E4_R1_N1_raw_ref.mat,6,19400,200.0,97.0,"(6, 19400)"
G_S0352_M3_E5_R2_N2_raw_ref.mat,6,40000,200.0,200.0,"(6, 40000)"
G_S0353_M2_E4_R2_N1_raw_ref.mat,6,40400,200.0,202.0,"(6, 40400)"
G_S0353_M2_E4_R3_N1_raw_ref.mat,6,39000,200.0,195.0,"(6, 39000)"
G_S0353_M2_E4_R4_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0362_M1_E3_R1_N1_raw_ref.mat,6,33000,200.0,165.0,"(6, 33000)"
G_S0362_M1_E3_R2_N1_raw_ref.mat,6,42000,200.0,210.0,"(6, 42000)"
G_S0362_M1_E3_R3_W_raw_ref.mat,6,40000,200.0,200.0,"(6, 40000)"
G_S0363_M2_E2_R2_N2_raw_ref.mat,6,21600,200.0,108.0,"(6, 21600)"
G_S0363_M2_E2_R5_N1_raw_ref.mat,6,21200,200.0,106.0,"(6, 21200)"
G_S0363_M2_E3_R1_W_raw_ref.mat,6,24400,200.0,122.0,"(6, 24400)"
G_S0363_M2_E3_R3_N1_raw_ref.mat,6,36200,200.0,181.0,"(6, 36200)"
G_S0363_M2_E3_R4_W_raw_ref.mat,6,39400,200.0,197.0,"(6, 39400)"
G_S0371_M2_E2_R4_N1_raw_ref.mat,6,22000,200.0,110.0,"(6, 22000)"
G_S0371_M2_E3_R1_N1_raw_ref.mat,6,29600,200.0,148.0,"(6, 29600)"
G_S0371_M2_E3_R3_N2_raw_ref.mat,6,27200,200.0,136.0,"(6, 27200)"
G_S0371_M2_E3_R5_N1_raw_ref.mat,6,42200,200.0,211.0,"(6, 42200)"
G_S0371_M2_E4_R2_N2_raw_ref.mat,6,18000,200.0,90.0,"(6, 18000)"
G_S0371_M2_E4_R6_N2_raw_ref.mat,6,34600,200.0,173.0,"(6, 34600)"
G_S0372_M1_E2_R5_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0372_M1_E2_R6_N1_raw_ref.mat,6,38800,200.0,194.0,"(6, 38800)"
G_S0372_M1_E2_R8_N1_raw_ref.mat,6,40000,200.0,200.0,"(6, 40000)"
G_S0372_M1_E3_R11_N1_raw_ref.mat,6,31800,200.0,159.0,"(6, 31800)"
G_S0372_M1_E3_R3_W_raw_ref.mat,6,26800,200.0,134.0,"(6, 26800)"
G_S0372_M1_E3_R7_N1_raw_ref.mat,6,14000,200.0,70.0,"(6, 14000)"
G_S0372_M1_E3_R9_W_raw_ref.mat,6,33800,200.0,169.0,"(6, 33800)"
G_S0372_M1_E4_R1_N2_raw_ref.mat,6,12200,200.0,61.0,"(6, 12200)"
G_S0372_M1_E5_R10_N2_raw_ref.mat,6,41400,200.0,207.0,"(6, 41400)"
G_S0372_M1_E5_R2_N1_raw_ref.mat,6,34400,200.0,172.0,"(6, 34400)"
G_S0372_M1_E5_R4_N1_raw_ref.mat,6,12000,200.0,60.0,"(6, 12000)"
G_S0373_M3_E3_R2_N1_raw_ref.mat,6,31000,200.0,155.0,"(6, 31000)"
G_S0373_M3_E4_R1_N1_raw_ref.mat,6,16000,200.0,80.0,"(6, 16000)"
G_S0381_M2_E1_R1_N1_raw_ref.mat,6,108600,200.0,543.0,"(6, 108600)"
G_S0381_M2_E3_R3_N2_raw_ref.mat,6,62000,200.0,310.0,"(6, 62000)"
G_S0381_M2_E3_R4_REM_raw_ref.mat,6,48000,200.0,240.0,"(6, 48000)"
G_S0381_M2_E4_R2_N1_raw_ref.mat,6,22600,200.0,113.0,"(6, 22600)"
G_S0382_M3_E3_R4_N2_raw_ref.mat,6,47000,200.0,235.0,"(6, 47000)"
G_S0382_M3_E3_R5_N1_raw_ref.mat,6,50000,200.0,250.0,"(6, 50000)"
G_S0382_M3_E4_R1_W_raw_ref.mat,6,37600,200.0,188.0,"(6, 37600)"
G_S0382_M3_E4_R2_REM_raw_ref.mat,6,56400,200.0,282.0,"(6, 56400)"
G_S0382_M3_E5_R3_N1_raw_ref.mat,6,90000,200.0,450.0,"(6, 90000)"
G_S0391_M3_E1_R8_N1_raw_ref.mat,6,56600,200.0,283.0,"(6, 56600)"
G_S0391_M3_E1_R9_REM_raw_ref.mat,6,52800,200.0,264.0,"(6, 52800)"
G_S0391_M3_E2_R1_N1_raw_ref.mat,6,32000,200.0,160.0,"(6, 32000)"
G_S0391_M3_E2_R5_N1_raw_ref.mat,6,36000,200.0,180.0,"(6, 36000)"
G_S0391_M3_E2_R7_REM_raw_ref.mat,6,34600,200.0,173.0,"(6, 34600)"
G_S0391_M3_E3_R10_N2_raw_ref.mat,6,43400,200.0,217.0,"(6, 43400)"
G_S0391_M3_E3_R2_N2_raw_ref.mat,6,46400,200.0,232.0,"(6, 46400)"
G_S0391_M3_E3_R4_N1_raw_ref.mat,6,41600,200.0,208.0,"(6, 41600)"
G_S0391_M3_E4_R11_N2_raw_ref.mat,6,38400,200.0,192.0,"(6, 38400)"
G_S0391_M3_E4_R6_W_raw_ref.mat,6,44000,200.0,220.0,"(6, 44000)"
G_S0391_M3_E5_R3_N2_raw_ref.mat,6,35600,200.0,178.0,"(6, 35600)"
G_S0392_M1_E2_R11_N2_raw_ref.mat,6,30800,200.0,154.0,"(6, 30800)"
G_S0392_M1_E2_R12_N2_raw_ref.mat,6,38200,200.0,191.0,"(6, 38200)"
G_S0392_M1_E2_R13_N1_raw_ref.mat,6,43600,200.0,218.0,"(6, 43600)"
G_S0392_M1_E2_R2_N2_raw_ref.mat,6,11600,200.0,58.0,"(6, 11600)"
G_S0392_M1_E2_R9_N1_raw_ref.mat,6,47800,200.0,239.0,"(6, 47800)"
G_S0392_M1_E3_R1_N2_raw_ref.mat,6,41800,200.0,209.0,"(6, 41800)"
G_S0392_M1_E3_R7_N1_raw_ref.mat,6,56000,200.0,280.0,"(6, 56000)"
G_S0392_M1_E4_R10_W_raw_ref.mat,6,54800,200.0,274.0,"(6, 54800)"
G_S0392_M1_E4_R15_N1_raw_ref.mat,6,12000,200.0,60.0,"(6, 12000)"
G_S0392_M1_E4_R3_N1_raw_ref.mat,6,42200,200.0,211.0,"(6, 42200)"
G_S0392_M1_E4_R4_N1_raw_ref.mat,6,39800,200.0,199.0,"(6, 39800)"
G_S0392_M1_E4_R6_REM_raw_ref.mat,6,50000,200.0,250.0,"(6, 50000)"
G_S0392_M1_E5_R14_N2_raw_ref.mat,6,42800,200.0,214.0,"(6, 42800)"
G_S0392_M1_E5_R5_N1_raw_ref.mat,6,37600,200.0,188.0,"(6, 37600)"
G_S0392_M1_E5_R8_W_raw_ref.mat,6,44400,200.0,222.0,"(6, 44400)"
G_S0393_M2_E2_R10_W_raw_ref.mat,6,45600,200.0,228.0,"(6, 45600)"
G_S0393_M2_E2_R2_N2_raw_ref.mat,6,36000,200.0,180.0,"(6, 36000)"
G_S0393_M2_E2_R4_N1_raw_ref.mat,6,45200,200.0,226.0,"(6, 45200)"
G_S0393_M2_E2_R6_N1_raw_ref.mat,6,35000,200.0,175.0,"(6, 35000)"
G_S0393_M2_E2_R8_N2_raw_ref.mat,6,42000,200.0,210.0,"(6, 42000)"
G_S0393_M2_E3_R1_N2_raw_ref.mat,6,43200,200.0,216.0,"(6, 43200)"
G_S0393_M2_E3_R3_N1_raw_ref.mat,6,43200,200.0,216.0,"(6, 43200)"
G_S0393_M2_E3_R5_REM_raw_ref.mat,6,51000,200.0,255.0,"(6, 51000)"
G_S0393_M2_E3_R7_N2_raw_ref.mat,6,35000,200.0,175.0,"(6, 35000)"
G_S0393_M2_E4_R11_N2_raw_ref.mat,6,41400,200.0,207.0,"(6, 41400)"
G_S0393_M2_E4_R9_N1_raw_ref.mat,6,38000,200.0,190.0,"(6, 38000)"
G_S0401_M1_E3_R1_N1_raw_ref.mat,6,26600,200.0,133.0,"(6, 26600)"
G_S0401_M1_E3_R2_N2_raw_ref.mat,6,56000,200.0,280.0,"(6, 56000)"
G_S0401_M1_E3_R3_N2_raw_ref.mat,6,51400,200.0,257.0,"(6, 51400)"
G_S0401_M1_E4_R4_N1_raw_ref.mat,6,136000,200.0,680.0,"(6, 136000)"
G_S0402_M3_E3_R1_N1_raw_ref.mat,6,21800,200.0,109.0,"(6, 21800)"
G_S0402_M3_E3_R2_N1_raw_ref.mat,6,22000,200.0,110.0,"(6, 22000)"
G_S0402_M3_E3_R3_N1_raw_ref.mat,6,12600,200.0,63.0,"(6, 12600)"
G_S0402_M3_E3_R4_N2_raw_ref.mat,6,74600,200.0,373.0,"(6, 74600)"
G_S0403_M2_E2_R3_N1_raw_ref.mat,6,56000,200.0,280.0,"(6, 56000)"
G_S0403_M2_E3_R1_N1_raw_ref.mat,6,33400,200.0,167.0,"(6, 33400)"
G_S0403_M2_E3_R2_N1_raw_ref.mat,6,68000,200.0,340.0,"(6, 68000)"
G_S0422_M2_E2_R1_N1_raw_ref.mat,6,47400,200.0,237.0,"(6, 47400)"
G_S0422_M2_E2_R3_N2_raw_ref.mat,6,55600,200.0,278.0,"(6, 55600)"
G_S0422_M2_E2_R4_N1_raw_ref.mat,6,29000,200.0,145.0,"(6, 29000)"
G_S0422_M2_E2_R6_REM_raw_ref.mat,6,51000,200.0,255.0,"(6, 51000)"
G_S0422_M2_E3_R2_N2_raw_ref.mat,6,44000,200.0,220.0,"(6, 44000)"
G_S0422_M2_E3_R5_N1_raw_ref.mat,6,34400,200.0,172.0,"(6, 34400)"
G_S0423_M1_E2_R1_N2_raw_ref.mat,6,28000,200.0,140.0,"(6, 28000)"
G_S0423_M1_E2_R5_N1_raw_ref.mat,6,33400,200.0,167.0,"(6, 33400)"
G_S0423_M1_E3_R2_N1_raw_ref.mat,6,44200,200.0,221.0,"(6, 44200)"
G_S0423_M1_E3_R6_N1_raw_ref.mat,6,36400,200.0,182.0,"(6, 36400)"
G_S0423_M1_E3_R7_N1_raw_ref.mat,6,31600,200.0,158.0,"(6, 31600)"
G_S0423_M1_E4_R3_N2_raw_ref.mat,6,40000,200.0,200.0,"(6, 40000)"
G_S0423_M1_E4_R4_N1_raw_ref.mat,6,39600,200.0,198.0,"(6, 39600)"
